question_id,system,source,horizon_bucket,outcome,probability,brier,log_score,gate_decision,historical_analog_available
a0d634ef1d2faff827cf4b6c0ad85e6c7defa785e0cfa1dd4651987baf269aa0::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
a0d634ef1d2faff827cf4b6c0ad85e6c7defa785e0cfa1dd4651987baf269aa0::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,aia_baseline,acled,near,0,0.34003292415969183,0.11562238951259074,0.4155653302964104,none,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,evidence_graph_v1,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,historical_analog,acled,near,0,0.10200000000000001,0.010404000000000002,0.10758521067993743,none,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,historical_evidence_blend,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
e0b9e5b9defdf81501ce852410053d9fda0f31b5d5f70d948fe3a2c591047595::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,aia_baseline,acled,near,1,0.34003292415969183,0.43555654119320714,1.0787128302964104,none,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,evidence_graph_v1,acled,near,1,0.0728447690944026,0.8596168221956115,2.6194245527020183,none,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,historical_analog,acled,near,1,0.10200000000000001,0.806404,2.2827824656978657,none,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,historical_evidence_blend,acled,near,1,0.0728447690944026,0.8596168221956115,2.6194245527020183,none,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,search_llm_loop,acled,near,1,0.06538466697730466,0.8735058207211238,2.7274674978949633,none,False
2e46df5b146400d2b997d510bae88153452d65e9a523828662d815911a017212::2025-11-02,hybrid_analog_search,acled,near,1,0.06538466697730466,0.8735058207211238,2.7274674978949633,search_fallback,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,aia_baseline,acled,near,1,0.34003292415969183,0.43555654119320714,1.0787128302964104,none,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,evidence_graph_v1,acled,near,1,0.0728447690944026,0.8596168221956115,2.6194245527020183,none,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,historical_analog,acled,near,1,0.10200000000000001,0.806404,2.2827824656978657,none,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,historical_evidence_blend,acled,near,1,0.0728447690944026,0.8596168221956115,2.6194245527020183,none,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,search_llm_loop,acled,near,1,0.06538466697730466,0.8735058207211238,2.7274674978949633,none,False
87c956de55d1ac0ea8afe8293c9447209ad5cc607a22c453043125c008ef7cc6::2025-11-02,hybrid_analog_search,acled,near,1,0.06538466697730466,0.8735058207211238,2.7274674978949633,search_fallback,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
216fc0f48a7f08603a466a09af87ca53545d9ee878fa9a695e697bf8eb51fdbf::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
f204ea050434e9fb052f4c78a38eeec59da9c8680eadc814c8e1145edfd5622f::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
0a81aa2d53af747a506dc58c0cb97875d737f3f35f7d9a3678307fc029b4de69::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
f45b61befcbd8c062dcce312ddd847c9d7384ab96d672d1d52636682170e6464::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,aia_baseline,acled,near,0,0.34003292415969183,0.11562238951259074,0.4155653302964104,none,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,evidence_graph_v1,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,historical_analog,acled,near,0,0.10200000000000001,0.010404000000000002,0.10758521067993743,none,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,historical_evidence_blend,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
674ebd85626e739eb7a4b759c8afd13b9cb1900902fda976750ce2fa104c1573::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,aia_baseline,acled,near,0,0.34003292415969183,0.11562238951259074,0.4155653302964104,none,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,evidence_graph_v1,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,historical_analog,acled,near,0,0.10200000000000001,0.010404000000000002,0.10758521067993743,none,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,historical_evidence_blend,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
ff6ddb84aeb6fa873054302a4c05d0641384836ea11b3e4a40dc7c044d156aa5::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
0cce8e2e3c7450545404b68c54bef00a17e1d48b0bec8d863ca3780cea83c9dc::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
3ca0979645976ff5355304f9b516663a361f953fa9ad0947f06f169c9b114c27::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
083f66e07d74d628962b76e05defc427f50cc21ade66a6b775ea6af83ca833b8::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
342a14e2377140e8a95d331b6c112002f902a6bacd1017b3ead112d3438b6bb1::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,aia_baseline,acled,near,0,0.32957122034888203,0.10861718928225135,0.39983780166182686,none,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,evidence_graph_v1,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,historical_analog,acled,near,0,0.0635,0.00403225,0.06560575709799385,none,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,historical_evidence_blend,acled,near,0,0.04389124548579748,0.0019264414302945377,0.04488361244881374,none,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,search_llm_loop,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,none,False
25c3f1b2e05b73f6803f231e4f0f12b9c9e87f6fbbc9d8c2fd71044ab729fdd7::2025-11-02,hybrid_analog_search,acled,near,0,0.03997370060340632,0.0015978967399307667,0.04079459969071182,search_fallback,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,aia_baseline,acled,near,0,0.34003292415969183,0.11562238951259074,0.4155653302964104,none,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,evidence_graph_v1,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,historical_analog,acled,near,0,0.10200000000000001,0.010404000000000002,0.10758521067993743,none,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,historical_evidence_blend,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
b56531512fb6a9e91e9af934df3b6f506a3f2103e10af0ce96705c79dec40ae9::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,aia_baseline,acled,near,0,0.34003292415969183,0.11562238951259074,0.4155653302964104,none,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,evidence_graph_v1,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,historical_analog,acled,near,0,0.10200000000000001,0.010404000000000002,0.10758521067993743,none,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,historical_evidence_blend,acled,near,0,0.0728447690944026,0.005306360384416832,0.07563427230523292,none,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,search_llm_loop,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,none,False
51f25df1e65bb2ccc486f571efa06a85c0051cb8e151d74501691c214a7c895f::2025-11-02,hybrid_analog_search,acled,near,0,0.06538466697730466,0.004275154675733034,0.06762024287703511,search_fallback,False
